"sp";"photo";"taxref";"flore";"family";"rank";"source";"obs";"credit";"...10";"...11";"...12";"attribution";"idphoto";"idobs"
"Bothriochloa pertusa";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605189/large.jpeg?1628500652";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/90512078";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605189";"90512078"
"Bothriochloa pertusa";"https://inaturalist-open-data.s3.amazonaws.com/photos/141129545/large.jpeg?1625477413";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/85742518";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141129545";"85742518"
"Bothriochloa pertusa";"https://inaturalist-open-data.s3.amazonaws.com/photos/141129758/large.jpeg?1625477565";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/85742518";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141129758";"85742518"
"Bothriochloa pertusa";"https://inaturalist-open-data.s3.amazonaws.com/photos/149605171/large.jpeg?1628500641";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/90512078";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"149605171";"90512078"
"Brachiaria serpens";"http://mediaphoto.mnhn.fr/media/1441338987131QIsyJ0qntiS9d1db";;;"Poaceae";1;"mnhn";"http://coldb.mnhn.fr/catalognumber/mnhn/p/p00488426";"RENOBOTA MNHN - Paris, Museum National d'Histoire Naturelle CC BY";;;;;;
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/79268249/large.jpeg?1592380104";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/49923918";;;;;"(c) nantyherizo, some rights reserved (CC BY-NC)";"79268249";"49923918"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/79267290/large.jpeg?1592379015";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/49923918";;;;;"(c) nantyherizo, some rights reserved (CC BY-NC)";"79267290";"49923918"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/6423277/large.jpeg?1488356665";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/5201843";;;;;"(c) Helene Ralimanana, some rights reserved (CC BY-NC)";"6423277";"5201843"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/104633898/large.jpg?1605554644";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/65028808";;;;;"no rights reserved";"104633898";"65028808"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/105340297/large.jpg?1606094371";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/65446029";;;;;"no rights reserved";"105340297";"65446029"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/105619114/large.jpg?1606340707";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/65602902";;;;;"no rights reserved";"105619114";"65602902"
"Brachiaria umbellata";"https://inaturalist-open-data.s3.amazonaws.com/photos/79267280/large.jpeg?1592379007";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/49923918";;;;;"(c) nantyherizo, some rights reserved (CC BY-NC)";"79267280";"49923918"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/64813531/large.jpeg?1585404652";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/40881747";;;;;"(c) douglaseustonbrown, some rights reserved (CC BY-SA)";"64813531";"40881747"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/64813523/large.jpeg?1585404644";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/40881747";;;;;"(c) douglaseustonbrown, some rights reserved (CC BY-SA)";"64813523";"40881747"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/67736067/large.jpg?1587373617";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/42653951";;;;;"(c) YvettevW, some rights reserved (CC BY-NC)";"67736067";"42653951"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/67736149/large.jpg?1587373676";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/42653951";;;;;"(c) YvettevW, some rights reserved (CC BY-NC)";"67736149";"42653951"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/59171774/large.jpeg?1578319664";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/37337411";;;;;"(c) Nick Helme, some rights reserved (CC BY-SA)";"59171774";"37337411"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/15396349/large.jpg?1523771243";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/10947414";;;;;"(c) johanbaard, some rights reserved (CC BY-NC)";"15396349";"10947414"
"Brachypodium flexum";"https://inaturalist-open-data.s3.amazonaws.com/photos/64813572/large.jpeg?1585404675";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/40881747";;;;;"(c) douglaseustonbrown, some rights reserved (CC BY-SA)";"64813572";"40881747"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/150628319/large.jpeg?1628935022";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/91095163";;;;;"(c) Alexandre H. Leitão, some rights reserved (CC BY-NC)";"150628319";"91095163"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/148922396/large.jpg?1628248749";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/90130470";;;;;"(c) mick_photo, some rights reserved (CC BY-NC)";"148922396";"90130470"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/147503477/large.jpeg?1627744531";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/89328749";;;;;"(c) Andrea Kreuzhage, some rights reserved (CC BY-NC)";"147503477";"89328749"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/144847106/large.jpeg?1626769675";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/87827487";;;;;"(c) Miguel A. Casado, some rights reserved (CC BY-NC)";"144847106";"87827487"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/144335521/large.jpeg?1626609513";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/87537301";;;;;"(c) jm_brenes, some rights reserved (CC BY-NC)";"144335521";"87537301"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/141252806/large.jpg?1625514276";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/85812799";;;;;"(c) Marina Ribeiro, some rights reserved (CC BY-NC)";"141252806";"85812799"
"Briza maxima";"https://inaturalist-open-data.s3.amazonaws.com/photos/141313556/large.jpg?1625528756";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/85845320";;;;;"(c) kaylamarie7718, some rights reserved (CC BY-NC)";"141313556";"85845320"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292809/large.jpeg?1635059743";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292809";"99185740"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/150007361/large.jpeg?1628661560";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/90745291";;;;;"(c) Thomas Mesaglio, some rights reserved (CC BY-NC)";"150007361";"90745291"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292835/large.jpeg?1635059756";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292835";"99185740"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292927/large.jpeg?1635059803";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292927";"99185740"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292960/large.jpeg?1635059824";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292960";"99185740"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292788/large.jpeg?1635059731";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292788";"99185740"
"Briza minor";"https://inaturalist-open-data.s3.amazonaws.com/photos/165292881/large.jpeg?1635059781";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/99185740";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165292881";"99185740"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153347744/large.jpeg?1630006168";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/92600585";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"153347744";"92600585"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141386009/large.jpeg?1625555354";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/85882750";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141386009";"85882750"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141386034/large.jpeg?1625555364";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/85882750";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141386034";"85882750"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/153347784/large.jpeg?1630006183";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/92600585";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"153347784";"92600585"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141386057/large.jpeg?1625555373";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/85882750";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141386057";"85882750"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141386100/large.jpeg?1625555391";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/85882750";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141386100";"85882750"
"Bromus catharticus";"https://inaturalist-open-data.s3.amazonaws.com/photos/141386143/large.jpeg?1625555410";;;"Poaceae";7;"inat";"https://www.inaturalist.org/observations/85882750";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"141386143";"85882750"
"Bromus leptoclados";"https://inaturalist-open-data.s3.amazonaws.com/photos/108644379/large.jpg?1609279627";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/67270097";;;;;"no rights reserved";"108644379";"67270097"
"Bromus leptoclados";"https://inaturalist-open-data.s3.amazonaws.com/photos/108644561/large.jpg?1609279736";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/67270097";;;;;"no rights reserved";"108644561";"67270097"
"Bromus leptoclados";"https://inaturalist-open-data.s3.amazonaws.com/photos/108645663/large.jpg?1609280425";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/67270767";;;;;"no rights reserved";"108645663";"67270767"
"Bromus leptoclados";"https://inaturalist-open-data.s3.amazonaws.com/photos/108645761/large.jpg?1609280494";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/67270767";;;;;"no rights reserved";"108645761";"67270767"
"Bulbostylis barbata";;;;"Cyperaceae";;;;;;;;;;
"Bulbostylis hispidula";;;;"Cyperaceae";;;;;;;;;;
"Bulbostylis thouarsii";;;;"Cyperaceae";;;;;;;;;;
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/165923428/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/99522270";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165923428";"99522270"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/168267833/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/100796900";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168267833";"100796900"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/168261803/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/100793912";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168261803";"100793912"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/168261862/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/100793912";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168261862";"100793912"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/168267853/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/100796900";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168267853";"100796900"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/170081612/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/101818453";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"170081612";"101818453"
"Carex balfourii";"https://inaturalist-open-data.s3.amazonaws.com/photos/168261824/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/100793912";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"168261824";"100793912"
"Carex borbonica";;;;"Cyperaceae";;;;;;;;;;
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/165291418/large.jpeg";;;"Cyperaceae";1;"inat";"https://www.inaturalist.org/observations/99184872";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165291418";"99184872"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160832555/large.jpeg";;;"Cyperaceae";2;"inat";"https://www.inaturalist.org/observations/96778690";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160832555";"96778690"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160829677/large.jpeg";;;"Cyperaceae";3;"inat";"https://www.inaturalist.org/observations/96777294";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160829677";"96777294"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160831434/large.jpeg";;;"Cyperaceae";4;"inat";"https://www.inaturalist.org/observations/96778169";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160831434";"96778169"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160832600/large.jpeg";;;"Cyperaceae";5;"inat";"https://www.inaturalist.org/observations/96778690";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160832600";"96778690"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/160829770/large.jpeg";;;"Cyperaceae";6;"inat";"https://www.inaturalist.org/observations/96777294";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160829770";"96777294"
"Carex boryana";"https://inaturalist-open-data.s3.amazonaws.com/photos/165291476/large.jpeg";;;"Cyperaceae";7;"inat";"https://www.inaturalist.org/observations/99184872";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"165291476";"99184872"
"Carex brunnea";;;;"Cyperaceae";;;;;;;;;;
"Carex leporina";;;;"Cyperaceae";;;;;;;;;;
"Carex musei";;;;"Cyperaceae";;;;;;;;;;
"Carex pilulifera";;;;"Cyperaceae";;;;;;;;;;
"Carex ramosa";;;;"Cyperaceae";;;;;;;;;;
"Carex wahlenbergiana";;;;"Cyperaceae";;;;;;;;;;
"Cenchrus americanus";"https://inaturalist-open-data.s3.amazonaws.com/photos/54218798/large.jpg?1571222082";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/34448370";;;;;"(c) Manoli Strecker, some rights reserved (CC BY-NC)";"54218798";"34448370"
"Cenchrus americanus";"https://inaturalist-open-data.s3.amazonaws.com/photos/91026778/large.jpeg?1597973725";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/57085042";;;;;"(c) Elavarasan M, some rights reserved (CC BY-NC)";"91026778";"57085042"
"Cenchrus americanus";"https://inaturalist-open-data.s3.amazonaws.com/photos/13785978/large.jpg?1519769857";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/10024096";;;;;"(c) Lena Zappia, some rights reserved (CC BY-NC)";"13785978";"10024096"
"Cenchrus americanus";"https://inaturalist-open-data.s3.amazonaws.com/photos/24523387/large.jpg?1536425164";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/16322662";;;;;"(c) tsuchan, some rights reserved (CC BY-NC)";"24523387";"16322662"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/48714760/large.jpg?1566253793";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/31144403";;;;;"(c) Jean-Philippe BASUYAUX, some rights reserved (CC BY-NC)";"48714760";"31144403"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/108920409/large.jpeg?1609534984";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/67418790";;;;;"(c) thierrycordenos, some rights reserved (CC BY-NC)";"108920409";"67418790"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/70655040/large.jpeg?1588403762";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/44564020";;;;;"(c) Ulf Swenson, some rights reserved (CC BY-NC)";"70655040";"44564020"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/48714761/large.jpg?1566253793";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/31144403";;;;;"(c) Jean-Philippe BASUYAUX, some rights reserved (CC BY-NC)";"48714761";"31144403"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/48714735/large.jpg?1566253769";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/31144403";;;;;"(c) Jean-Philippe BASUYAUX, some rights reserved (CC BY-NC)";"48714735";"31144403"
"Cenchrus cafer";"https://inaturalist-open-data.s3.amazonaws.com/photos/110834276/large.jpg?1611325946";;;"Poaceae";6;"inat";"https://www.inaturalist.org/observations/68444258";;;;;"(c) juliette_prior, some rights reserved (CC BY-NC)";"110834276";"68444258"
"Cenchrus ciliaris";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032437/large.jpeg?1632722013";;;"Poaceae";1;"inat";"https://www.inaturalist.org/observations/96336183";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160032437";"96336183"
"Cenchrus ciliaris";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032557/large.jpeg?1632722100";;;"Poaceae";2;"inat";"https://www.inaturalist.org/observations/96336183";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160032557";"96336183"
"Cenchrus ciliaris";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032456/large.jpeg?1632722032";;;"Poaceae";3;"inat";"https://www.inaturalist.org/observations/96336183";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160032456";"96336183"
"Cenchrus ciliaris";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032470/large.jpeg?1632722042";;;"Poaceae";4;"inat";"https://www.inaturalist.org/observations/96336183";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160032470";"96336183"
"Cenchrus ciliaris";"https://inaturalist-open-data.s3.amazonaws.com/photos/160032504/large.jpeg?1632722062";;;"Poaceae";5;"inat";"https://www.inaturalist.org/observations/96336183";;;;;"(c) François Rousseu, some rights reserved (CC BY-NC)";"160032504";"96336183"
